code,description,last_updated
M1028,Documentation of patients with primary headache diagnosis and imaging other than ct or mri obtained,09/11/2025
M1029,"Imaging of the head (ct or mri) was not obtained, reason not given",09/11/2025
M1030,Patients with clinical indications for imaging of the head,09/11/2025
M1031,Patients with no clinical indications for imaging of the head,09/11/2025
M1032,Adults currently taking pharmacotherapy for oud,09/11/2025
M1033,Pharmacotherapy for oud initiated after june 30th of performance period,09/11/2025
M1034,Adults who have at least 180 days of continuous pharmacotherapy with a medication prescribed for oud without a gap of more than seven days,09/11/2025
M1035,Adults who are deliberately phased out of medication assisted treatment (mat) prior to 180 days of continuous treatment,09/11/2025
M1036,Adults who have not had at least 180 days of continuous pharmacotherapy with a medication prescribed for oud without a gap of more than seven days,09/11/2025
M1037,Patients with a diagnosis of lumbar spine region cancer at the time of the procedure,09/11/2025
M1038,Patients with a diagnosis of lumbar spine region fracture at the time of the procedure,09/11/2025
M1039,Patients with a diagnosis of lumbar spine region infection at the time of the procedure,09/11/2025
M1040,Patients with a diagnosis of lumbar idiopathic or congenital scoliosis,09/11/2025
M1041,"Patient had cancer, acute fracture or infection related to the lumbar spine or patient had neuromuscular, idiopathic or congenital lumbar scoliosis",09/11/2025
M1042,Functional status measurement with score was obtained utilizing the oswestry disability index (odi version 2.1a) patient reported outcome tool within three months preoperatively and at one year (9 to 15 months) postoperatively,09/11/2025
M1043,Functional status was not measured by the oswestry disability index (odi version 2.1a) at one year (9 to 15 months) postoperatively,09/11/2025
M1044,Functional status was measured by the oswestry disability index (odi version 2.1a) patient reported outcome tool within three months preoperatively and at one year (9 to 15 months) postoperatively,09/11/2025
M1045,"Functional status measured by the oxford knee score (oks) at one year (9 to 15 months) postoperatively was greater than or equal to 37 or knee injury and osteoarthritis outcome score joint replacement (koos, jr.) was greater than or equal to 71",09/11/2025
M1046,"Functional status measured by the oxford knee score (oks) at one year (9 to 15 months) postoperatively was less than 37 or the knee injury and osteoarthritis outcome score joint replacement (koos, jr.) was less than 71 postoperatively",09/11/2025
M1047,Functional status was measured by the oxford knee score (oks) patient reported outcome tool within three months preoperatively and at one year (9 to 15 months) postoperatively,09/11/2025
M1048,Functional status measurement with score was obtained utilizing the oswestry disability index (odi version 2.1a) patient reported outcome tool within three months preoperatively and at three months (6 to 20 weeks) postoperatively,09/11/2025
M1049,Functional status was not measured by the oswestry disability index (odi version 2.1a) at three months (6 - 20 weeks) postoperatively,09/11/2025
M1050,Functional status was measured by the oswestry disability index (odi version 2.1a) patient reported outcome tool within three months preoperatively and at three months (6 to 20 weeks) postoperatively,09/11/2025
M1051,"Patient had cancer, acute fracture or infection related to the lumbar spine or patient had neuromuscular, idiopathic or congenital lumbar scoliosis",09/11/2025
M1052,Leg pain was not measured by the visual analog scale (vas) or numeric pain scale at one year (9 to 15 months) postoperatively,09/11/2025
M1053,Leg pain was measured by the visual analog scale (vas) within three months preoperatively and at one year (9 to 15 months) postoperatively,09/11/2025
M1054,Patient had only urgent care visits during the performance period,09/11/2025
M1055,Aspirin or another antiplatelet therapy used,09/11/2025
M1056,"Prescribed anticoagulant medication during the performance period, history of gi bleeding, history of intracranial bleeding, bleeding disorder and specific provider documented reasons: allergy to aspirin or anti-platelets, use of non-steroidal anti-inflammatory agents, drug-drug interaction, uncontrolled hypertension > 180/110 mmhg or gastroesophageal reflux disease",09/11/2025
M1057,"Aspirin or another antiplatelet therapy not used, reason not given",09/11/2025
M1058,Patient was a permanent nursing home resident at any time during the performance period,09/11/2025
M1059,Patient was in hospice or receiving palliative care at any time during the performance period,09/11/2025
M1060,Patient died prior to the end of the performance period,09/11/2025
M1061,Patient pregnancy,09/11/2025
M1062,Patient immunocompromised,09/11/2025
M1063,Patients receiving high doses of immunosuppressive therapy,09/11/2025
M1064,Shingrix vaccine documented as administered or previously received,09/11/2025
M1065,"Shingrix vaccine was not administered for reasons documented by clinician (e.g. patient administered vaccine other than shingrix, patient allergy or other medical reasons, patient declined or other patient reasons, vaccine not available or other system reasons)",09/11/2025
M1066,"Shingrix vaccine not documented as administered, reason not given",09/11/2025
M1067,Hospice services for patient provided any time during the measurement period,09/11/2025
M1068,Adults who are not ambulatory,09/11/2025
M1069,Patient screened for future fall risk,09/11/2025
M1070,"Patient not screened for future fall risk, reason not given",09/11/2025
M1071,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminotomy,09/11/2025
M1106,The start of an episode of care documented in the medical record,09/11/2025
M1107,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1108,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1109,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1110,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1111,The start of an episode of care documented in the medical record,09/11/2025
M1112,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1113,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1114,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1115,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1116,The start of an episode of care documented in the medical record,09/11/2025
M1117,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1118,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1119,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1120,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1121,The start of an episode of care documented in the medical record,09/11/2025
M1122,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1123,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1124,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1125,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1126,The start of an episode of care documented in the medical record,09/11/2025
M1127,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1128,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1129,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1130,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1131,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1132,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1133,"Ongoing care not medically possible because the patient was discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1134,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1135,The start of an episode of care documented in the medical record,09/11/2025
M1136,The start of an episode of care documented in the medical record,09/11/2025
M1137,"Documentation stating patient has a diagnosis of a degenerative neurological condition such as als, ms, or parkinson's diagnosed at any time before or during the episode of care",09/11/2025
M1138,"Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program only, referred to another provider or facility, consultation only)",09/11/2025
M1139,"Ongoing care not indicated, patient self-discharged early and seen only 1-2 visits (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1140,"Ongoing care not indicated, patient discharged after only 1-2 visits due to specific medical events, documented in the medical record that make the treatment episode impossible such as the patient becomes hospitalized or scheduled for surgery for surgery or hospitalized",09/11/2025
M1141,"Functional status was not measured by the oxford knee score (oks) or the knee injury and osteoarthritis outcome score joint replacement (koos, jr.) at one year (9 to 15 months) postoperatively",09/11/2025
M1142,Emergent cases,09/11/2025
M1143,"Initiated episode of rehabilitation therapy, medical, or chiropractic care for neck impairment",09/11/2025
M1144,"Ongoing care not indicated, patient seen only 1-2 visits (e.g., home program only, referred to another provider or facility, consultation only",09/11/2025
M1145,"Most favored nation (mfn) model drug add-on amount, per dose, (do not bill with line items that have the jw modifier)",09/11/2025
M1146,"Ongoing care not clinically indicated because the patient needed a home program only, referral to another provider or facility, or consultation only, as documented in the medical record",09/11/2025
M1147,"Ongoing care not medically possible because the patient was  discharged early due to specific medical events, documented in the medical record, such as the patient became hospitalized or scheduled for surgery",09/11/2025
M1148,"Ongoing care not possible because the patient self-discharged early (e.g., financial or insurance reasons, transportation problems, or reason unknown)",09/11/2025
M1149,"Patient unable to complete the neck fs prom at initial evaluation and/or discharge due to blindness, illiteracy, severe mental incapacity or language incompatibility, and an adequate proxy is not available",09/11/2025
M1150,Current or prior left ventricular ejection fraction (lvef) less than or equal to 40% or documentation of moderately or severely depressed left ventricular systolic function,09/11/2025
M1151,Patients with a history of heart transplant or with a left ventricular assist device (lvad),09/11/2025
M1152,Patients with a history of heart transplant or with a left ventricular assist device (lvad),09/11/2025
M1153,Patient with diagnosis of osteoporosis on date of encounter,09/11/2025
M1154,Hospice services provided to patient any time during the measurement period,09/11/2025
M1155,Patient had anaphylaxis due to the pneumococcal vaccine any time during or before the measurement period,09/11/2025
M1156,Patient received active chemotherapy any time during the measurement period,09/11/2025
M1157,Patient received bone marrow transplant any time during the measurement period,09/11/2025
M1158,Patient had history of immunocompromising conditions prior to or during the measurement period,09/11/2025
M1159,Hospice services provided to patient any time during the measurement period,09/11/2025
M1160,Patient had anaphylaxis due to the meningococcal vaccine any time on or before the patient's 13th birthday,09/11/2025
M1161,"Patient had anaphylaxis due to the tetanus, diphtheria or pertussis vaccine any time on or before the patient's 13th birthday",09/11/2025
M1162,"Patient had encephalitis due to the tetanus, diphtheria or pertussis vaccine any time on or before the patient's 13th birthday",09/11/2025
M1163,Patient had anaphylaxis due to the hpv vaccine any time on or before the patient's 13th birthday,09/11/2025
M1164,Patients with dementia any time during the patient's history through the end of the measurement period,09/11/2025
M1165,Patients who use hospice services any time during the measurement period,09/11/2025
M1166,Pathology report for tissue specimens produced from wide local excisions or re-excisions,09/11/2025
M1167,In hospice or using hospice services during the measurement period,09/11/2025
M1168,Patient received an influenza vaccine on or between july 1 of the year prior to the measurement period and june 30 of the measurement period,09/11/2025
M1169,"Documentation of medical reason(s) for not administering influenza vaccine (e.g., prior anaphylaxis due to the influenza vaccine)",09/11/2025
M1170,Patient did not receive an influenza vaccine on or between july 1 of the year prior to the measurement period and june 30 of the measurement period,09/11/2025
M1171,Patient received at least one td vaccine or one tdap vaccine between nine years prior to the encounter and the end of the measurement period,09/11/2025
M1172,"Documentation of medical reason(s) for not administering td or tdap vaccine (e.g., prior anaphylaxis due to the td or tdap vaccine or history of encephalopathy within seven days after a previous dose of a td-containing vaccine)",09/11/2025
M1173,Patient did not receive at least one td vaccine or one tdap vaccine between nine years prior to the encounter and the end of the measurement period,09/11/2025
M1174,Patient received at least two doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytime on or after the patient's 50th birthday before or during the measurement period,09/11/2025
M1175,"Documentation of medical reason(s) for not administering zoster vaccine (e.g., prior anaphylaxis due to the zoster vaccine)",09/11/2025
M1176,Patient did not receive two doses of the herpes zoster recombinant vaccine (at least 28 days apart) anytime on or after the patient's 50th birthday before or during the measurement period,09/11/2025
M1177,Patient received any pneumococcal conjugate or polysaccharide vaccine on or after their 19th birthday and before the end of the measurement period,09/11/2025
M1178,"Documentation of medical reason(s) for not administering pneumococcal vaccine (e.g., prior anaphylaxis due to the pneumococcal vaccine)",09/11/2025
M1179,"Patient did not receive any pneumococcal conjugate or polysaccharide vaccine, on or after their 19th birthday and before or during measurement period",09/11/2025
M1180,Patients on immune checkpoint inhibitor therapy,09/11/2025
M1181,Grade 2 or above diarrhea and/or grade 2 or above colitis,09/11/2025
M1182,"Patients not eligible due to pre-existing inflammatory bowel disease (ibd) (e.g., ulcerative colitis, crohn's disease)",09/11/2025
M1183,Documentation of immune checkpoint inhibitor therapy held and corticosteroids or immunosuppressants prescribed or administered,09/11/2025
M1184,"Documentation of medical reason(s) for not prescribing or administering corticosteroid or immunosuppressant treatment (e.g., allergy, intolerance, infectious etiology, pancreatic insufficiency, hyperthyroidism, prior bowel surgical interventions, celiac disease, receiving other medication, awaiting diagnostic workup results for alternative etiologies, other medical reasons/contraindication)",09/11/2025
M1185,"Documentation of immune checkpoint inhibitor therapy not held and/or corticosteroids or immunosuppressants prescribed or administered was not performed, reason not given",09/11/2025
M1186,Patients who have an order for or are receiving hospice or palliative care,09/11/2025
M1187,Patients with a diagnosis of end stage renal disease (esrd),09/11/2025
M1188,Patients with a diagnosis of chronic kidney disease (ckd) stage 5,09/11/2025
M1189,Documentation of a kidney health evaluation defined by an estimated glomerular filtration rate (egfr) and urine albumin-creatinine ratio (uacr) performed,09/11/2025
M1190,Documentation of a kidney health evaluation was not performed or defined by an estimated glomerular filtration rate (egfr) and urine albumin-creatinine ratio (uacr),09/11/2025
M1191,Hospice services provided to patient any time during the measurement period,09/11/2025
M1192,Patients with an existing diagnosis of squamous cell carcinoma of the esophagus,09/11/2025
M1193,"Surgical pathology reports that contain impression or conclusion of or recommendation for testing of mmr by immunohistochemistry, msi by dna-based testing status, or both",09/11/2025
M1194,"Documentation of medical reason(s) surgical pathology reports did not contain impression or conclusion of or recommendation for testing of mmr by immunohistochemistry, msi by dna-based testing status, or both tests were not included (e.g., patient will not be treated with checkpoint inhibitor therapy, no residual carcinoma is present in the sample [tissue exhausted or status post neoadjuvant treatment], insufficient tumor for testing)",09/11/2025
M1195,"Surgical pathology reports that do not contain impression or conclusion of or recommendation for testing of mmr by immunohistochemistry, msi by dna-based testing status, or both, reason not given",09/11/2025
M1196,"Initial (index visit) numeric rating scale (nrs), visual rating scale (vrs), or itchyquant assessment score of greater than or equal to 4",09/11/2025
M1197,Itch severity assessment score is reduced by 3 or more points from the initial (index) assessment score to the follow-up visit score,09/11/2025
M1198,Itch severity assessment score was not reduced by at least 3 points from initial (index) score to the follow-up visit score or assessment was not completed during the follow-up encounter,09/11/2025
M1199,Patients receiving rrt,09/11/2025
M1200,Ace inhibitor (ace-i) or arb therapy prescribed during the measurement period,09/11/2025
M1201,"Documentation of medical reason(s) for not prescribing ace inhibitor (ace-i) or arb therapy during the measurement period (e.g., pregnancy, history of angioedema to ace-i, other allergy to ace-i and arb, hyperkalemia or history of hyperkalemia while on ace-i or arb therapy, acute kidney injury due to ace-i or arb therapy), other medical reasons)",09/11/2025
M1202,"Documentation of patient reason(s) for not prescribing ace inhibitor or arb therapy during the measurement period, (e.g., patient declined, other patient reasons)",09/11/2025
M1203,"Ace inhibitor or arb therapy not prescribed during the measurement period, reason not given",09/11/2025
M1204,"Initial (index visit) numeric rating scale (nrs), visual rating scale (vrs), or itchyquant assessment score of greater than or equal to 4",09/11/2025
M1205,Itch severity assessment score is reduced by 3 or more points from the initial (index) assessment score to the follow-up visit score,09/11/2025
M1206,Itch severity assessment score was not reduced by at least 3 points from initial (index) score to the follow-up visit score or assessment was not completed during the follow-up encounter,09/11/2025
M1207,"Patient is screened for food insecurity, housing instability, transportation needs, utility difficulties, and interpersonal safety",09/11/2025
M1208,"Patient is not screened for food insecurity, housing instability, transportation needs, utility difficulties, and interpersonal safety",09/11/2025
M1209,"At least two orders for high-risk medications from the same drug class, (table 4), without appropriate diagnoses",09/11/2025
M1210,"At least two orders for high-risk medications from the same drug class, (table 4), not ordered",09/11/2025
M1211,Most recent glycemic status assessment (hba1c or gmi) level > 9.0%,09/11/2025
M1212,"Glycemic status assessment (hba1c or gmi) level is missing, or was not performed during the measurement period",09/11/2025
M1213,No history of spirometry results with confirmed airflow obstruction (fev1/fvc < 70%) and present spirometry is >= 70%,09/11/2025
M1214,Spirometry results with confirmed airflow obstruction (fev1/fvc < 70%) documented and reviewed,09/11/2025
M1215,"Documentation of medical reason(s) for not documenting and reviewing spirometry results (e.g., patients with dementia or tracheostomy)",09/11/2025
M1216,No spirometry results with confirmed airflow obstruction (fev1/fvc < 70%) documented and/or no spirometry performed with results documented during the encounter,09/11/2025
M1217,"Documentation of system reason(s) for not documenting and reviewing spirometry results (e.g., spirometry equipment not available at the time of the encounter)",09/11/2025
M1218,"Patient has copd symptoms (e.g., dyspnea, cough/sputum, wheezing)",09/11/2025
M1219,Anaphylaxis due to the vaccine on or before the date of the encounter,09/11/2025
M1220,Dilated retinal eye exam with interpretation by an ophthalmologist or optometrist or artificial intelligence (ai) interpretation documented and reviewed; with evidence of retinopathy,09/11/2025
M1221,Dilated retinal eye exam with interpretation by an ophthalmologist or optometrist or artificial intelligence (ai) interpretation documented and reviewed; without evidence of retinopathy,09/11/2025
M1222,"Glaucoma plan of care not documented, reason not otherwise specified",09/11/2025
M1223,Glaucoma plan of care documented,09/11/2025
M1224,Intraocular pressure (iop) reduced by a value less than 20% from the pre-intervention level,09/11/2025
M1225,Intraocular pressure (iop) reduced by a value of greater than or equal to 20% from the pre-intervention level,09/11/2025
M1226,"Iop measurement not documented, reason not otherwise specified",09/11/2025
M1227,Evidence-based therapy was prescribed,09/11/2025
M1228,"Patient, who has a reactive hcv antibody test, and has a follow up hcv viral test that detected hcv viremia, has hcv treatment initiated within 3 months of the reactive hcv antibody test",09/11/2025
M1229,"Patient, who has a reactive hcv antibody test, and has a follow up hcv viral test that detected hcv viremia, is referred within 1 month of the reactive hcv antibody test to a clinician who treats hcv infection",09/11/2025
M1230,"Patient has a reactive hcv antibody test and does not have a follow up hcv viral test, or patient has a reactive hcv antibody test and has a follow up hcv viral test that detects hcv viremia and is not referred to a clinician who treats hcv infection within 1 month and does not have hcv treatment initiated within 3 months of the reactive hcv antibody test, reason not given",09/11/2025
M1231,Patient receives hcv antibody test with nonreactive result,09/11/2025
M1232,Patient receives hcv antibody test with reactive result,09/11/2025
M1233,"Patient does not receive hcv antibody test or patient does receive hcv antibody test but results not documented, reason not given",09/11/2025
M1234,"Patient has a reactive hcv antibody test, and has a follow up hcv viral test that does not detect hcv viremia",09/11/2025
M1235,Documentation or patient report of hcv antibody test or hcv rna test which occurred prior to the performance period,09/11/2025
M1236,Baseline mrs > 2,09/11/2025
M1237,"Patient reason for not screening for food insecurity, housing instability, transportation needs, utility difficulties, and interpersonal safety (e.g., patient declined or other patient reasons)",09/11/2025
M1238,"Documentation that administration of second recombinant zoster vaccine could not occur during the performance period due to the recommended 2-6 month interval between doses (i.e, first dose received after october 31)",09/11/2025
M1239,Patient did not respond to the question of patient felt heard and understood by this provider and team,09/11/2025
M1240,Patient did not respond to the question of patient felt this provider and team put my best interests first when making recommendations about my care,09/11/2025
M1241,"Patient did not respond to the question of patient felt this provider and team saw me as a person, not just someone with a medical problem",09/11/2025
M1242,Patient did not respond to the question of patient felt this provider and team understood what is important to me in my life,09/11/2025
M1243,"Patient provided a response other than ""completely true"" for the question of patient felt heard and understood by this provider and team",09/11/2025
M1244,"Patient provided a response other than ""completely true"" for the question of patient felt this provider and team put my best interests first when making recommendations about my care",09/11/2025
M1245,"Patient provided a response other than ""completely true"" for the question of patient felt this provider and team saw me as a person, not just someone with a medical problem",09/11/2025
M1246,"Patient provided a response other than ""completely true"" for the question of patient felt this provider and team understood what is important to me in my life",09/11/2025
M1247,"Patient responded ""completely true"" for the question of patient felt this provider and team put my best interests first when making recommendations about my care",09/11/2025
M1248,"Patient responded ""completely true"" for the question of patient felt this provider and team saw me as a person, not just someone with a medical problem",09/11/2025
M1249,"Patient responded ""completely true"" for the question of patient felt this provider and team understood what is important to me in my life",09/11/2025
M1250,"Patient responded as ""completely true"" for the question of patient felt heard and understood by this provider and team",09/11/2025
M1251,Patients for whom a proxy completed the entire hu survey on their behalf for any reason (no patient involvement),09/11/2025
M1252,Patients who did not complete at least one of the four patient experience hu survey items and return the hu survey within 60 days of the ambulatory palliative care visit,09/11/2025
M1253,Patients who respond on the patient experience hu survey that they did not receive care by the listed ambulatory palliative care provider in the last 60 days (disavowal),09/11/2025
M1254,Patients who were deceased when the hu survey reached them,09/11/2025
M1255,"Patients who have another reason for visiting the clinic [not prenatal or postpartum care] and have a positive pregnancy test but have not established the clinic as an ob provider (e.g., plan to terminate the pregnancy or seek prenatal services elsewhere)",09/11/2025
M1256,Prior history of known cvd,09/11/2025
M1257,"Cvd risk assessment not performed or incomplete (e.g., cvd risk assessment was not documented), reason not otherwise specified",09/11/2025
M1258,"Cvd risk assessment performed, have a documented calculated risk score",09/11/2025
M1259,Patient status documented within the first year of initiating dialysis,09/11/2025
M1260,Patient status not documented within the first year of initiating dialysis,09/11/2025
M1261,Patients that were on the kidney or kidney-pancreas waitlist prior to initiation of dialysis,09/11/2025
M1262,Patients who had a transplant prior to initiation of dialysis,09/11/2025
M1263,Patients in hospice on their initiation of dialysis date or during the month of evaluation,09/11/2025
M1264,Patients age 75 or older on their initiation of dialysis date,09/11/2025
M1265,Cms medical evidence form 2728 for dialysis patients: initial form completed,09/11/2025
M1266,Patients admitted to a skilled nursing facility (snf),09/11/2025
M1267,Patients not observed in active status on any kidney or kidney-pancreas transplant waitlist as of the last day of each month during the measurement period,09/11/2025
M1268,Patients observed in active status on any kidney or kidney-pancreas transplant waitlist as of the last day of each month during the measurement period,09/11/2025
M1269,Receiving esrd mcp dialysis services by the provider on the last day of the reporting month,09/11/2025
M1270,Patients not on any kidney or kidney-pancreas transplant waitlist as of the last day of each month during the measurement period,09/11/2025
M1271,Patients with dementia at any time prior to or during the month,09/11/2025
M1272,Patients observed on any kidney or kidney-pancreas transplant waitlist as of the last day of each month during the measurement period,09/11/2025
M1273,Patients who were admitted to a skilled nursing facility (snf) within one year of dialysis initiation according to the cms-2728 form,09/11/2025
M1274,Patients who were admitted to a skilled nursing facility (snf) during the month of evaluation were excluded from that month,09/11/2025
M1275,Patients determined to be in hospice were excluded from month of evaluation and the remainder of reporting period,09/11/2025
M1276,"Bmi documented outside normal parameters, no follow-up plan documented, no reason given",09/11/2025
M1277,Colorectal cancer screening results documented and reviewed,09/11/2025
M1278,"Elevated or hypertensive blood pressure reading documented, and the indicated follow-up is documented",09/11/2025
M1279,"Elevated or hypertensive blood pressure reading documented, indicated follow-up not documented, reason not given",09/11/2025
M1280,Women who had a bilateral mastectomy or who have a history of a bilateral mastectomy or for whom there is evidence of a right and a left unilateral mastectomy,09/11/2025
M1281,"Blood pressure reading not documented, reason not given",09/11/2025
M1282,Patient screened for tobacco use and identified as a tobacco non-user,09/11/2025
M1283,Patient screened for tobacco use and identified as a tobacco user,09/11/2025
M1284,"Patients age 66 or older in institutional special needs plans (snp) or residing in long term care with pos code 32, 33, 34, 54, or 56 for more than 90 consecutive days during the measurement period",09/11/2025
M1285,"Screening, diagnostic, film, digital or digital breast tomosynthesis (3d) mammography results were not documented and reviewed, reason not otherwise specified",09/11/2025
M1286,"Bmi is documented as being outside of normal parameters, follow-up plan is not completed for documented medical reason",09/11/2025
M1287,Bmi is documented below normal parameters and a follow-up plan is documented,09/11/2025
M1288,Documented reason for not screening or recommending a follow-up for high blood pressure,09/11/2025
M1289,Patient identified as tobacco user did not receive tobacco cessation intervention during the measurement period or in the six months prior to the measurement period (counseling and/or pharmacotherapy),09/11/2025
M1290,Patient not eligible due to active diagnosis of hypertension,09/11/2025
M1291,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and a dispensed medication for dementia during the measurement period or the year prior to the measurement period,09/11/2025
M1292,Patients 66 years of age and older with at least one claim/encounter for frailty during the measurement period and an advanced illness diagnosis during the measurement period or the year prior to the measurement period,09/11/2025
M1293,Bmi is documented above normal parameters and a follow-up plan is documented,09/11/2025
M1294,"Normal blood pressure reading documented, follow-up not required",09/11/2025
M1295,Patients with a diagnosis or past history of total colectomy or colorectal cancer,09/11/2025
M1296,Bmi is documented within normal parameters and no follow-up plan is required,09/11/2025
M1297,Bmi not documented due to medical reason or patient refusal of height or weight measurement,09/11/2025
M1298,Documentation of patient pregnancy anytime during the measurement period prior to and including the current encounter,09/11/2025
M1299,Influenza immunization administered or previously received,09/11/2025
M1300,"Influenza immunization was not administered for reasons documented by clinician (e.g., patient allergy or other medical reasons, patient declined or other patient reasons, vaccine not available or other system reasons)",09/11/2025
M1301,Patient identified as a tobacco user received tobacco cessation intervention during the measurement period or in the six months prior to the measurement period (counseling and/or pharmacotherapy),09/11/2025
M1302,"Screening, diagnostic, film digital or digital breast tomosynthesis (3d) mammography results documented and reviewed",09/11/2025
M1303,Hospice services provided to patient any time during the measurement period,09/11/2025
M1304,Patient did not receive any pneumococcal conjugate or polysaccharide vaccine on or after their 19th birthday and before the end of the measurement period,09/11/2025
M1305,Patient received any pneumococcal conjugate or polysaccharide vaccine on or after their 19th birthday and before the end of the measurement period,09/11/2025
M1306,Patient had anaphylaxis due to the pneumococcal vaccine any time during or before the measurement period,09/11/2025
M1307,Documentation stating the patient has received or is currently receiving palliative or hospice care,09/11/2025
M1308,"Influenza immunization was not administered, reason not given",09/11/2025
M1309,Palliative care services provided to patient any time during the measurement period,09/11/2025
M1310,"Patient screened for tobacco use and received tobacco cessation intervention during the measurement period or in the six months prior to the measurement period (counseling, pharmacotherapy, or both), if identified as a tobacco user",09/11/2025
M1311,Anaphylaxis due to the vaccine on or before the date of the encounter,09/11/2025
M1312,Patient not screened for tobacco use,09/11/2025
M1313,Tobacco screening not performed or tobacco cessation intervention not provided during the measurement period or in the six months prior to the measurement period,09/11/2025
M1314,Bmi not documented and no reason is given,09/11/2025
M1315,Colorectal cancer screening results were not documented and reviewed; reason not otherwise specified,09/11/2025
M1316,Current tobacco non-user,09/11/2025
M1317,Patients who are counseled on connection with a csp and explicitly opt out,09/11/2025
M1318,Patients who did not have documented contact with a csp for at least one of their screened positive hrsns within 60 days after screening or documentation that there was no contact with a csp,09/11/2025
M1319,Patients who had documented contact with a csp for at least one of their screened positive hrsns within 60 days after screening,09/11/2025
M1320,Patients who screened positive for at least 1 of the 5 hrsns,09/11/2025
M1321,Patients who were not seen within 7 weeks following the date of injection for follow up or who did not have a documented iop or no plan of care documented if the iop was >25 mm hg,09/11/2025
M1322,Patients seen within 7 weeks following the date of injection and are screened for elevated intraocular pressure (iop) with tonometry with documented iop =<25 mm hg for injected eye,09/11/2025
M1323,Patients seen within 7 weeks following the date of injection and are screened for elevated intraocular pressure (iop) with tonometry with documented iop >25 mm hg and a plan of care was documented,09/11/2025
M1324,"Patients who had an intravitreal or periocular corticosteroid injection (e.g., triamcinolone, preservative-free triamcinolone, dexamethasone, dexamethasone intravitreal implant, or fluocinolone intravitreal implant)",09/11/2025
M1325,"Patients who were not seen for reasons documented by clinician for patient or medical reasons (e.g., inadequate time for follow-up, patients who received a prior intravitreal or periocular steroid injection within the last six (6) months and had a subsequent iop evaluation with iop <25mm hg within seven (7) weeks of treatment)",09/11/2025
M1326,Patients with a diagnosis of hypotony,09/11/2025
M1327,Patients who were not appropriately evaluated during the initial exam and/or who were not re-evaluated within 8 weeks,09/11/2025
M1328,Patients with a diagnosis of acute vitreous hemorrhage,09/11/2025
